Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,, Manpower
69,129.47,360,137,134,221,28.82,68.83,31.82,0.34,631
70,113.1,359,137,133,222,28.98,60.3,23.82,0.27,629
71,115.75,357,136,135,222,28.44,61.56,25.75,0.27,628
72,118.58,355,137,133,220,28.84,59.58,30.16,0.38,625
73,120.05,356,138,131,218,28.88,69.78,21.39,0.27,625
74,109.47,352,135,133,215,28.85,54.9,25.73,0.48,620
75,137.91,352,134,135,216,28.88,61.75,47.28,0.46,621
76,114.54,352,131,135,211,28.21,65.35,20.98,0.66,618
77,130.51,356,131,132,212,28.25,50.25,52,0.56,619
78,111.72,358,128,131,212,28.55,61.71,21.46,0.52,617
79,99.95,358,128,131,212,28.48,51.17,20.31,0.28,617
80,93.61,356,128,130,213,28.97,43.76,20.88,0.3,614
81,111.03,358,127,130,215,28.84,63.07,19.12,0.52,615
82,109.4,359,127,131,214,28.76,60.51,20.12,0.21,617
83,113.82,353,127,131,213,28.82,62.86,22.14,0.43,611
84,140.45,355,126,131,213,28.31,64.87,47.27,0.38,612
85,117.68,350,127,129,211,28.23,60.53,28.92,0.58,606
86,118.79,348,126,130,210,28.92,67.44,22.43,0.38,604
87,101.37,348,124,130,209,28.48,54.39,18.5,0.64,602
88,104.08,346,124,129,207,28.87,56.62,18.58,0.52,599
89,104.04,347,123,129,207,28.89,53.59,21.56,0.1,599
90,115.48,347,123,129,209,28.5,63.37,23.62,0.48,599
91,150.21,348,123,129,207,28.92,60.89,60.4,0.41,600
92,105.85,348,120,132,208,28.19,54.05,23.62,0.61,600
93,109.3,348,120,132,207,28.21,60.47,20.62,0.04,600
94,105.04,346,121,132,207,28.22,52.66,24.15,0.38,599
95,115.45,345,120,132,207,28.38,60.63,26.45,0.28,597
96,160.12,346,121,131,207,28.21,67.68,64.24,0.22,598
97,153.8,347,122,131,206,28.21,56.11,69.48,0.22,600
98,113.81,347,123,131,205,28.13,62.62,23.06,0.15,601
99,112.5,345,122,131,206,28.16,65.39,18.95,0.27,598
100,119.24,346,122,131,205,28.13,59.23,31.88,0.14,599
101,113.41,344,121,130,205,28.32,63.02,22.07,0.17,595
102,157.85,347,121,130,206,28.13,70.21,59.5,0.31,598
103,98.75,345,122,130,206,28.21,51.35,19.2,0.43,597
104,129.01,344,122,131,206,28.18,50.84,49.98,0.24,597
105,120.27,344,121,131,207,28.32,66.02,25.93,0.36,596
106,112.49,343,120,130,208,28.09,63.77,20.63,0.56,593
107,123.71,342,121,131,208,28,73.34,22.37,0.24,594
108,106.11,344,120,128,209,27.89,57.3,20.92,0.39,592
109,122.64,344,122,129,209,27.95,69.66,25.03,0.4,595
110,109.87,343,122,128,210,28.05,61.04,20.78,0.24,593
111,111.34,344,122,129,210,28.28,60.12,22.94,0.35,595
112,103.58,343,123,128,211,28.72,53.9,20.96,0.23,594
113,108.05,344,124,128,211,28.06,56.37,23.63,0.33,596
114,113.34,340,124,128,208,28.28,63.28,21.77,0.51,592
115,113.38,340,123,128,208,28.69,60.63,24.06,0.28,591
116,135.44,340,123,127,208,28.68,60.17,46.59,0.28,590
117,111.54,336,122,127,207,28.75,63.81,18.98,0.53,585
118,152.97,337,123,127,206,28.68,75.39,48.89,0.22,587
119,149.32,335,123,126,206,28.7,75,45.63,0.35,584
120,106.95,335,123,126,207,28.73,58.07,20.16,0.25,584
121,103.7,333,123,125,206,28.67,55.32,19.71,0.32,581
122,115.79,331,122,124,206,28.67,61.49,25.62,0.24,577
123,102.84,333,124,124,203,28.8,55.04,19,0.59,581
124,156.36,335,123,125,203,28.38,60.75,67.23,0.42,583
125,110.27,339,123,126,201,28.36,61.29,20.61,0.39,588
126,150.12,339,123,125,201,28.38,53.95,67.79,0.25,587
127,119.96,341,124,125,199,28.81,67.27,23.88,0.35,590
128,118.49,336,123,124,200,28.75,67.96,21.77,0.51,583
129,100.2,335,122,125,199,28.8,52.39,19.02,0.29,582
130,111.58,333,120,125,199,28.8,58.5,24.28,0.42,578
131,145.69,331,120,125,199,28.7,65.75,51.24,0.54,576
132,121.76,331,120,126,199,28.2,71.54,22.02,0.47,577
133,141.6,332,119,126,200,28.24,59.27,54.08,0.3,577
134,100.84,331,120,125,200,28.94,50.21,21.69,0.39,576
135,114.74,333,120,125,200,28.5,62.56,23.67,0.23,578
136,115.93,329,120,125,199,28.45,63.05,24.43,0.4,574
137,108.7,329,119,125,198,28.83,56.95,22.91,0.31,573
138,105.09,332,120,125,197,28.37,57.81,18.91,0.27,577
139,115.38,333,121,125,198,28.38,64.98,22.01,0.17,579
140,112.47,330,119,127,198,28.74,63.64,20.09,0.64,576
141,138.43,329,120,126,197,28.74,60.87,48.82,0.34,575
142,108.35,331,119,124,197,28.29,61.59,18.46,0.3,574
143,105.71,328,120,125,197,28.29,55.02,22.4,0.43,573
144,105.9,328,120,125,196,28.32,56.52,21.06,0.24,573
145,108.52,329,119,124,194,28.13,61.51,18.88,0.58,572
146,156.56,329,119,124,194,28.13,72.94,55.48,0.08,572
147,128.59,329,117,123,192,28.13,51.35,49.11,0.36,569
148,147.51,329,117,123,194,28.38,54.97,64.17,0.26,569
149,110.15,329,116,123,195,28.15,61.68,20.31,0.45,568
150,87.59,327,116,124,194,28.33,37.89,21.38,0.28,567
151,104.31,326,117,125,194,28.12,56.4,19.79,0.3,568
152,140.21,326,117,124,192,28.13,62.42,49.65,0.49,567
153,109.59,326,118,124,193,28.14,60.92,20.53,0.29,568
154,147.11,325,118,124,193,28,54.14,64.97,0.28,567
155,102.57,324,119,124,192,27.98,48.83,25.76,0.46,567
156,111.89,322,117,122,190,27.94,57.9,26.05,0.52,561
157,141.1,319,117,122,189,27.94,47.4,65.75,0.32,558
158,102.15,320,116,121,189,27.95,54.8,19.41,0.36,557
159,104.77,321,115,123,188,27.92,53.23,23.62,0.44,559
160,103.01,322,116,123,188,27.87,53.76,21.38,0.15,561
161,141.66,320,116,123,189,27.93,54.37,59.35,0.28,559
162,128.71,322,116,123,188,28.02,42.74,57.94,0.43,561
163,108.81,321,116,124,189,28.02,56.57,24.22,0.3,561
164,108.01,321,117,124,188,28.02,60.73,19.25,0.43,562
165,117.33,318,117,122,187,28.09,64.92,24.32,0.38,557
166,100.51,319,116,121,185,28.16,52.39,19.96,0.43,556
167,105.57,321,117,122,185,28.07,55.4,22.1,0.53,560
168,118.01,322,118,123,185,27.99,66.1,23.92,0.29,563
169,110.91,321,117,124,187,27.96,60.13,22.81,0.61,562
170,134.49,318,116,121,188,27.9,44.31,62.28,0.55,555
171,108.44,320,115,122,185,27.95,57.71,22.78,0.52,557
172,96.59,320,115,122,186,28,46.68,21.91,0.19,557
173,108.67,321,114,122,184,28.07,52.62,27.97,0.34,557
174,106.3,322,114,122,185,28.06,59.32,18.92,0.27,558
175,122.44,321,114,122,184,28.19,72.96,21.29,0.26,557
176,115.37,322,114,122,185,28.18,64.65,22.54,0.31,558
177,96,319,113,122,185,28.06,45.96,21.97,0.29,554
178,126.25,319,113,122,186,28,70.91,27.34,0.39,554
179,106.34,319,112,124,185,27.97,59.19,19.18,0.27,555
180,119.55,319,112,124,185,27.99,69.18,22.37,0.25,555
181,110.01,318,113,125,184,27.95,59.16,22.9,0.37,556
182,111.57,317,114,125,184,28.03,56.77,26.77,0.22,556
183,103.18,319,113,124,182,28,53.27,21.91,0.35,556
184,106.84,319,114,124,183,27.98,59.01,19.85,0.23,557
185,104.05,318,113,125,182,27.96,50.43,25.66,0.37,556
186,103.76,318,114,124,180,27.96,54.46,21.35,0.19,556
187,104.87,318,113,124,181,27.97,54.19,22.71,0.24,555
188,131.99,318,112,123,182,27.95,53.54,50.51,0.48,553
189,102.84,316,112,123,182,27.93,54.26,20.65,0.18,551
190,105.24,317,111,123,181,27.96,58.64,18.64,0.35,551
191,101.4,317,111,122,181,27.97,52.54,20.89,0.33,550
192,117.91,317,112,123,181,27.97,68.15,21.79,0.34,552
193,95.23,314,112,123,182,27.91,50.33,16.99,0.8,549
194,124.05,313,111,123,180,27.92,73.37,22.75,0.3,547
195,122.25,311,112,123,179,27.89,73.76,20.61,0.37,546
196,121.27,313,110,121,181,27.87,66.01,27.39,0.69,544
197,108.56,311,111,119,181,27.84,59.47,21.25,0.47,541
198,164.08,311,112,121,180,27.82,66.05,70.2,0.49,544
199,103.21,309,112,120,181,27.84,52.63,22.74,0.22,541
200,104.09,310,112,120,179,27.84,56.76,19.49,0.25,542
201,137.43,308,112,120,179,27.86,55.71,53.86,0.62,540
202,102.04,307,112,121,180,27.84,53.45,20.75,0.37,540
203,104.3,309,111,120,178,27.89,59.75,16.67,0.38,540
204,111.64,307,113,122,177,27.86,50.18,33.6,0.29,542
205,113.57,308,112,121,176,27.88,61.24,24.44,0.3,541
206,102.49,308,112,121,177,27.89,57.56,17.04,0.16,541
207,105.71,305,113,120,176,27.88,53.06,24.78,0.49,538
208,130.75,306,113,119,176,27.88,52.6,50.26,0.12,538
209,111.79,309,113,121,177,27.86,61.6,22.33,0.43,543
210,121.2,308,112,121,177,27.85,49.24,44.11,0.16,541
211,112.64,305,113,124,177,27.9,61.84,22.9,0.45,542
212,111.01,306,112,124,177,27.87,62.71,20.43,0.51,542
213,150.29,304,112,123,176,27.85,53.75,68.69,0.34,539
214,114.29,305,113,126,175,27.91,66.06,20.33,0.34,544
215,104.2,307,112,123,174,27.91,57.15,19.14,0.33,542
216,109.57,304,112,123,175,27.99,63.7,17.88,0.5,539
217,140.7,305,113,123,173,27.92,57.31,55.47,0.22,541
218,110.81,305,113,123,173,27.92,62.58,20.31,0.2,541
219,102.34,306,113,122,174,27.93,56.92,17.49,0.53,541
220,96.03,305,113,123,173,27.89,46.31,21.82,0.33,541
221,105.47,305,112,123,174,27.91,58.51,19.06,0.32,540
222,136.72,305,112,124,172,27.95,58.11,50.66,0.35,541
223,94.67,304,112,124,172,27.93,44.5,22.24,0.23,540
224,135.53,302,110,123,174,28.04,55.25,52.24,0.57,535
225,110.59,302,111,123,173,28.04,61.51,21.04,0.13,536
226,96.66,303,110,124,174,28.05,47.78,20.82,0.31,537
227,140.71,304,110,123,175,28.06,69.07,43.58,0.25,537
228,103.33,304,110,124,174,28.13,53.47,21.72,0.31,538
229,148.81,303,110,122,175,28.3,65.7,54.81,0.33,535
230,100.01,305,109,122,171,28.23,54.19,17.6,0.33,536
231,106.31,306,111,123,173,28.16,55.09,23.06,0.61,540
232,125.9,306,110,122,173,28.2,69.58,28.13,0.35,538
233,131.44,303,110,122,172,28.21,55.96,47.28,0.36,535
234,139.49,303,110,123,174,28.22,57.55,53.71,0.26,536
235,104.12,305,110,122,174,28.21,54.87,21.03,0.14,537
236,145.15,302,109,122,173,28.67,64.06,52.42,0.34,533
237,109.07,304,110,122,173,28.25,59.16,21.65,0.31,536
238,110.08,303,108,122,173,28.16,63.12,18.8,0.41,533
239,103.22,303,109,122,172,28.14,57.58,17.5,0.32,534
240,109.04,303,108,120,173,28.16,61.8,19.09,0.53,531
241,160.82,303,109,119,172,28.1,65.49,67.23,0.29,531
242,147.34,303,109,118,171,28.17,52.92,66.25,0.54,530
243,111.52,302,107,117,171,28.77,62.24,20.51,0.49,526
244,101.12,304,108,117,171,28.25,50.49,22.37,0.29,529
245,113.76,301,107,117,172,28.29,64.87,20.61,0.14,525
246,112.33,303,107,117,171,28.83,63.5,19.99,0.22,527
247,115.08,306,108,117,170,28.67,68.43,17.98,0.52,531
248,114.6,307,108,117,172,28.12,63.62,22.87,0.53,532
249,105.56,307,108,117,171,28.01,54.83,22.71,0.26,532
250,138.69,309,108,117,171,28,47.1,63.59,0.27,534
251,124.52,304,108,118,170,27.95,73.83,22.74,0.69,530
252,110.91,304,107,119,170,28.02,60.76,22.14,0.34,530
253,117.99,304,106,119,169,28.07,60.96,28.96,0.59,529
254,105.8,306,105,119,169,28.55,59.44,17.81,0.42,530
255,105.19,305,105,118,169,28.06,56.03,21.1,0.23,528
256,114.39,306,105,117,169,28.04,64.96,21.38,0.36,528
257,97.72,302,106,115,169,28.03,48.42,21.27,0.49,523
258,103.94,301,105,115,169,28.04,57.68,18.21,0.18,521
259,122.98,300,105,115,170,28.52,68.05,26.42,0.3,520
260,104.15,298,105,115,168,29.84,54.57,19.74,0.7,518
261,146.81,297,104,115,168,29.86,62.67,54.28,0.28,516
262,147.04,298,104,115,169,29.84,56.81,60.39,0.15,517
263,113.25,295,102,116,167,29.87,60.84,22.54,0.49,513
264,136.39,293,103,117,167,28.57,62.63,45.2,0.39,513
265,137.62,293,102,115,165,28.58,67.94,41.09,0.32,510
266,146.04,293,103,114,165,28.59,55.48,61.97,0.45,510
267,154.77,293,102,115,165,28.09,55.86,70.81,0.38,510
268,114.66,292,103,114,165,28.58,65.01,21.07,0.33,509
269,93.87,291,103,113,166,28.6,48.09,17.17,0.35,507
270,123.53,290,103,114,165,29.91,72.31,21.3,0.43,507
271,115.88,290,103,112,166,29.91,66.01,19.95,0.5,505
272,149.13,290,102,112,168,29.92,53.37,65.83,0.33,504
273,97.25,291,102,112,168,29.92,50.3,17.04,0.44,505
274,98.19,290,102,112,168,28.59,49.32,20.28,0.17,504
275,108.56,292,102,112,168,29.88,55.25,23.43,0.25,506
276,119.85,291,103,114,167,29.88,62,27.97,0.26,508
277,115.15,292,103,114,167,29.86,61.77,23.52,0.32,509
278,120.83,291,103,116,166,28.58,69.53,22.73,0.45,510
279,107.78,289,103,116,167,28.06,60.44,19.28,0.21,508
280,102.96,290,103,116,166,28.09,52.64,22.23,0.41,509
281,161.41,290,102,116,166,28.56,59.55,73.3,0.4,508
282,115.58,292,104,117,166,28.59,69.83,17.16,0.27,513
283,95.7,290,102,114,165,29.9,48.02,17.77,0.7,506
284,120.17,290,102,113,164,29.89,68.4,21.89,0.34,505
285,106.58,291,102,113,163,29.86,57.85,18.87,0.31,506
286,120.88,292,102,114,164,29.86,66.55,24.47,0.3,508
287,116.45,292,101,114,164,29.88,64.54,22.04,0.18,507
288,94.8,291,101,115,165,28.58,44.1,22.13,0.51,507
289,114.33,289,100,114,164,29.94,62.99,21.4,0.55,503
290,121.7,288,100,114,163,29.92,67.2,24.58,0.42,502
291,133.28,289,100,114,163,28.62,40.9,63.76,0.35,503
292,108.82,290,99,114,163,28.61,63,17.2,0.12,503
293,95.6,288,100,114,164,28.6,47.62,19.38,0.52,502
294,141.95,288,101,113,166,28.6,58.38,54.96,0.42,502
295,113.51,286,100,113,168,29.92,40.52,43.07,0.22,499
296,112.63,288,101,114,165,29.97,60.07,22.59,0.39,503
297,146.93,290,101,113,166,29.89,64,53.04,0.15,504
298,108.48,289,101,112,165,28.61,60.75,19.13,0.24,502
299,120.3,292,100,113,165,28.61,68.94,22.75,0.32,505
300,103.74,290,100,114,164,28.6,52.39,22.75,0.21,504
301,101.44,289,99,114,165,28.14,52.51,20.78,0.46,502
302,106.68,288,99,114,165,28.15,56.56,21.98,0.14,501
303,112.24,288,99,114,165,28.15,62.43,21.67,0.11,501
304,129.75,286,99,114,165,28.22,77.14,24.4,0.25,499
305,98.39,286,99,115,165,28.22,49.16,21,0.19,500
306,110.24,288,98,113,164,28.12,57.36,24.76,0.42,499
307,110.13,289,98,113,164,28.19,58.09,23.85,0.21,500
308,149.12,288,98,113,163,28.16,55.76,65.2,0.43,499
309,99.94,287,99,111,161,28.61,47.29,24.04,0.31,497
310,104.84,286,98,111,162,28.63,55.14,21.06,0.32,495
311,118.92,285,98,111,160,28.63,58.64,31.65,0.4,494
312,102.67,284,99,112,161,28.17,52.84,21.66,0.37,495
313,100.73,284,99,111,159,28.08,51.91,20.74,0.42,494
314,95.75,283,99,110,158,28.07,47.24,20.44,0.34,492
315,114.25,285,99,109,158,27.95,61.27,25.03,0.53,493
316,111.05,283,98,109,160,28.02,65.93,17.1,0.4,490
317,110.86,284,98,109,160,28.09,63.58,19.19,0.35,491
318,151.29,283,97,108,159,28.06,59.73,63.5,0.48,488
319,111.3,283,97,109,159,28.04,64.41,18.86,0.13,489
320,119.74,285,97,106,158,28.11,66.95,24.68,0.54,488
321,145.55,285,97,106,159,28.1,58.36,59.09,0.12,488
322,108.79,286,98,108,156,28.12,61.07,19.6,0.46,492
323,106.25,288,98,107,157,27.98,56.5,21.77,0.18,493
324,99.08,286,98,106,157,28.05,52.7,18.33,0.12,490
325,106.02,285,98,107,156,28.03,47.05,30.93,0.45,490
326,148.28,284,98,107,156,28.05,54.89,65.34,0.13,489
327,103.6,286,98,107,157,28.06,53.66,21.88,0.26,491
328,100.93,286,98,106,157,28.05,56.16,16.73,0.06,490
329,104.87,289,100,106,156,28.06,57.73,19.08,0.46,495
330,154.6,287,100,107,155,28.12,61.49,64.99,0.48,494
331,117.96,286,100,107,155,28.09,60.98,28.9,0.11,493
332,96.71,287,100,107,155,28.09,50.15,18.48,0.3,494
333,98.58,286,98,106,156,27.95,48.94,21.7,0.66,490
334,142.19,287,98,107,157,27.98,58.7,55.51,0.15,492
335,107.07,287,96,107,156,28.06,54.13,24.88,0.63,490
336,126.73,284,97,108,156,27.99,60.24,38.49,0.41,489
337,98.82,284,96,106,155,28.07,53.7,17.05,0.32,486
338,108.14,284,96,106,156,28.07,58.21,21.86,0.4,486
339,112.06,284,96,107,156,27.99,60.83,23.24,0.2,487
340,144.3,283,96,107,156,28.11,61.68,54.51,0.55,486
341,140.75,281,95,107,155,28.08,60.01,52.67,0.61,483
342,118.6,282,94,108,155,28.08,65.96,24.56,0.39,484
343,104.76,281,94,106,155,28.06,54.67,22.03,0.45,481
344,118.08,281,95,107,156,28.17,67.09,22.83,0.47,483
345,104.77,281,95,107,156,28.15,53.92,22.69,0.08,483
346,115.33,277,95,107,154,28.03,65.88,21.42,0.61,479
347,120.75,277,94,107,154,28.16,62.64,29.95,0.38,478
348,104.09,277,94,107,155,28.15,55.92,20.02,0.59,478
349,102.35,279,94,106,154,28.13,55.43,18.8,0.31,479
350,104.6,277,94,106,154,28.14,50.38,26.07,0.15,477
351,115.13,277,95,106,154,28.32,61.9,24.91,0.63,478
352,133.98,279,94,105,154,28.3,60.67,45.02,0.29,478
353,107.17,275,94,105,154,28.31,56.44,22.42,0.54,474
354,112.69,274,94,105,154,28.69,64.49,19.51,0.33,473
355,104.54,274,94,107,153,28.69,52.28,23.56,0.54,475
356,141.68,274,94,106,154,28.75,64.91,48.01,0.42,474
357,149.71,276,95,105,155,28.72,58.76,62.23,0.43,476
358,103.11,273,95,104,155,28.77,54.38,19.97,0.38,472
359,136.85,275,95,105,154,28.79,59.77,48.28,0.34,475
360,102.35,276,94,104,153,28.75,54.91,18.68,0.35,474
361,149.22,276,95,104,152,28.78,52.43,68.01,0.16,475
362,113.26,274,95,105,152,28.76,61.21,23.29,0.61,474
363,109.41,274,95,104,152,28.75,54.88,25.78,0.1,473
364,95.45,273,94,104,154,28.71,49.05,17.7,0.36,471
365,105.59,274,94,105,154,28.77,54.57,22.26,0.4,473
366,119.67,275,94,105,154,28.75,67.96,22.96,0.21,474
367,101.61,273,94,104,154,28.79,52.68,20.14,0.3,471
368,114,273,94,104,153,28.76,64.72,20.52,0.42,471
369,160.71,273,95,105,154,28.79,65.53,66.39,0.24,473
370,107.3,276,94,105,155,28.36,57.17,21.78,0.43,475
371,107.49,278,94,105,152,28.16,57.88,21.45,0.66,477
372,98.83,278,94,105,152,28.14,49.35,21.34,0.4,477
373,143.23,277,94,104,153,28.14,52.53,62.55,0.34,475
374,113.31,277,94,104,153,28.31,63.91,21.09,0.22,475
375,121.37,278,94,105,154,28.16,59.63,33.58,0.45,477
376,101.22,280,94,104,154,28.12,55.6,17.5,0.38,478
377,114.9,276,94,104,154,28.13,64.26,22.52,0.47,474
378,154.77,275,93,103,151,28.15,63.65,62.97,0.67,471
379,118.88,276,94,104,151,28.14,70.01,20.74,0.3,474
380,112.55,274,94,104,149,28.15,60.79,23.61,0.35,472
381,129.21,274,93,104,149,28.02,54.13,47.06,0.58,471
382,102.3,274,93,103,149,28.03,52.27,22,0.12,470
383,108.84,275,92,103,148,28.01,59.04,21.79,0.29,470
384,107.19,274,91,103,149,28.02,55.74,23.43,0.56,468
385,152.79,274,92,103,150,27.96,62.22,62.6,0.5,469
386,117.02,274,91,103,149,27.93,60.8,28.29,0.41,468
387,114.05,275,93,103,148,27.97,63.93,22.16,0.37,471
388,101.1,277,92,103,149,27.87,48.75,24.48,0.36,472
389,98.21,275,92,102,150,27.89,49.38,20.93,0.47,469
390,105.1,272,91,103,151,27.87,58.38,18.86,0.43,466
391,155.52,275,91,103,151,27.87,60.37,67.28,0.52,469
392,118.8,274,92,102,152,27.94,70.39,20.47,0.43,468
393,102.25,275,92,102,151,27.86,56.58,17.81,0.45,469
394,109.63,274,92,104,149,27.87,62.86,18.9,0.49,470
395,106.16,273,92,104,149,27.84,57.06,21.26,0.44,469
396,105.61,272,92,104,150,27.86,53.73,24.03,0.08,468
397,107.76,274,93,103,149,27.85,62.28,17.64,0.44,470
398,132.82,272,93,103,149,27.84,50.33,54.65,0.32,468
399,97.05,274,92,104,150,27.85,46.03,23.16,0.49,470
400,105.04,273,93,104,148,27.8,51.38,25.86,0.42,470
401,108.48,271,93,104,149,27.75,54.44,26.3,0.64,468
402,106.79,272,92,104,150,27.78,53.96,25.06,0.48,468
403,141.1,270,91,105,150,27.78,49.14,64.17,0.26,466
404,113.34,271,92,105,151,27.75,66.71,18.88,0.35,468
405,106.85,273,92,104,151,27.75,59.18,19.92,0.37,469
406,97.93,273,93,104,151,27.75,47.07,23.11,0.4,470
407,101.45,271,92,104,151,27.75,54.24,19.46,0.2,467
408,108.55,271,92,103,150,27.74,64.94,15.87,0.4,466
409,108.42,269,91,104,148,27.72,59.5,21.2,0.47,464
410,135.22,270,92,103,149,27.72,43.26,64.24,0.43,465
411,131.82,269,92,102,149,27.72,50.15,53.95,0.58,463
412,111.54,270,92,102,148,27.72,61.3,22.52,0.28,464
413,172.32,269,92,102,148,27.72,76.15,68.45,0.15,463
414,104.14,271,92,102,147,27.73,54.59,21.83,0.22,465
415,112.06,269,92,102,148,27.7,64.22,20.14,0.31,463
416,105.98,268,92,102,149,27.7,58.07,20.21,0.22,462
417,105.56,268,92,101,149,27.7,51.31,26.55,0.15,461
418,102.65,270,90,101,148,27.7,56.9,18.05,0.42,461
419,111.99,270,90,100,147,27.7,62.79,21.49,0.31,460
420,113.62,271,90,100,149,27.72,63.88,22.02,0.32,461
421,91.3,272,90,100,148,27.72,42.58,21,0.68,462
422,110.02,271,90,100,148,27.72,59.39,22.9,0.22,461
423,139.64,272,90,99,147,27.7,55.72,56.22,0.3,461
424,102,270,89,100,148,27.7,52.63,21.66,0.28,459
425,112.54,269,89,99,148,27.72,65.81,19.02,0.42,457
426,110.92,271,89,99,147,27.75,60.66,22.5,0.56,459
427,102.93,271,89,99,147,27.72,57.62,17.59,0.39,459
428,86.1,268,90,99,146,27.72,40.1,18.27,0.45,457
429,106.46,268,90,99,146,27.74,56.46,22.25,0.2,457
430,113.69,270,90,101,146,27.78,66.87,19.04,0.59,461
431,136.87,268,89,101,145,27.79,38.54,70.54,0.33,458
432,146.16,268,89,101,144,27.78,58.57,59.81,0.16,458
433,118.83,268,89,101,145,27.78,65.32,25.73,0.17,458
434,112.41,268,90,101,145,27.78,64.9,19.73,0.36,459
435,109.9,268,89,101,145,27.78,60.32,21.8,0.2,458
436,97.81,268,90,100,144,27.85,52.3,17.66,0.23,458
437,118.45,267,89,100,145,27.78,55.36,35.3,0.32,456
438,138.78,268,89,100,145,27.78,55.75,55.25,0.15,457
439,145.98,268,89,99,146,27.78,52,66.2,0.54,456
440,103.56,268,90,99,145,27.76,52.32,23.48,0.17,457
441,111.5,268,89,98,144,27.79,60.13,23.58,0.36,455
442,117.93,269,89,98,143,27.78,61.76,28.39,0.42,456
443,132.56,269,89,98,145,27.78,43.98,60.8,0.45,456
444,158.53,267,89,99,143,27.78,58.03,72.71,0.27,455
445,112.06,268,88,99,143,27.76,61.26,23.04,0.53,455
446,114.02,268,88,99,144,27.75,63.6,22.67,0.17,455
447,104.39,268,88,99,143,27.75,55.1,21.55,0.3,455
448,107.13,268,88,98,143,27.74,57.63,21.76,0.21,454
449,98.69,268,88,98,145,27.75,47.25,23.69,0.17,454
450,111.93,265,88,98,143,27.75,60.48,23.7,0.44,451
451,106.86,266,88,99,142,27.75,60.45,18.66,0.6,453
452,118.16,268,89,100,142,27.74,69.42,20.99,0.25,457
453,88.36,266,88,101,144,27.75,39.66,20.95,0.43,455
454,143.32,265,88,101,144,27.79,57.11,58.43,0.52,454
455,110.01,266,88,100,143,27.78,54.72,27.51,0.44,454
456,112.55,267,87,98,142,27.75,64.53,20.27,0.43,452
457,168.29,266,87,98,143,27.75,71.62,68.92,0.2,451
458,114.79,266,87,98,142,27.75,63.17,23.87,0.22,451
459,111.35,266,88,98,143,27.76,60.7,22.89,0.27,452
460,154.88,267,87,98,143,27.76,65.51,61.61,0.14,452
461,145.98,265,87,97,142,27.76,53.78,64.45,0.32,449
462,108.51,268,88,97,144,27.78,56.95,23.78,0.49,453
463,142.27,267,88,97,143,27.78,61.7,52.78,0.15,452
464,93.63,268,88,99,142,27.84,40.93,24.86,0.62,455
465,133.86,266,88,100,145,27.85,61.57,44.44,0.49,454
466,99.45,265,86,100,145,27.85,51.45,20.15,0.21,451
467,106.92,265,88,100,145,27.85,58.22,20.86,0.29,453
468,102.21,264,87,99,143,27.85,52.57,21.79,0.3,450
469,134.78,267,88,98,144,27.94,58.06,48.79,0.47,453
470,143.21,267,88,98,145,27.92,49.82,65.47,0.32,453
471,139.92,266,87,100,145,27.93,62.72,49.27,0.54,453
472,108.91,267,87,101,144,27.92,59.99,21,0.24,455
473,150.72,267,87,100,144,27.93,51.51,71.28,0.28,454
474,114.6,266,86,100,146,27.96,56.76,29.88,0.48,452
475,142,265,86,100,144,27.88,62.55,51.57,0.21,451
476,152.15,264,87,100,145,27.88,60.86,63.41,0.15,451
477,113.93,265,87,98,146,28.06,65.23,20.64,0.6,450
478,116.13,266,87,98,144,28.06,68.03,20.04,0.33,451
479,117.35,264,87,99,146,28.07,68.45,20.82,0.4,450
480,113.64,265,87,98,145,27.95,57.25,28.45,0.23,450
481,116.94,266,87,99,145,27.96,69.83,19.16,0.35,452
482,149.23,261,86,98,144,27.84,59.4,61.98,0.51,445
483,116.37,262,87,98,143,27.85,65.65,22.87,0.26,447
484,162.67,261,87,98,143,27.96,63.42,71.29,0.42,446
485,147.79,261,87,98,144,27.95,58.58,61.27,0.49,446
486,119.37,260,87,98,144,28.06,69.41,21.9,0.3,445
487,115.38,261,86,98,144,28.07,54.56,32.74,0.24,445
488,98.35,261,86,97,142,28.25,47.51,22.59,0.49,444
489,121.13,263,86,97,144,28.23,61.21,31.68,0.27,446
490,150.11,262,86,97,144,28.22,55.95,65.94,0.19,445
491,117.32,262,85,97,144,28.22,70.44,18.66,0.2,444
492,138.43,261,86,98,144,28.64,57.86,51.93,0.39,445
493,105.17,261,86,98,143,28.66,56.4,20.11,0.56,445
494,94.68,261,86,98,142,28.68,43.53,22.46,0.1,445
495,106.44,258,87,98,142,28.65,58.23,19.56,0.46,443
496,112.75,258,87,97,142,28.63,64.26,19.86,0.25,442
497,137.96,257,87,97,142,28.63,50.19,59.14,0.36,441
498,108.03,257,86,97,142,28.6,56.15,23.27,0.22,440
499,108.92,256,86,96,142,28.57,57.13,23.21,0.4,438
500,97.88,256,87,96,140,28.65,46.67,22.56,0.36,439
501,107.93,255,87,97,140,28.64,58.12,21.16,0.28,439
502,108.7,257,87,96,141,28.24,60.56,19.9,0.46,440
503,116.19,256,87,97,140,28.24,68.44,19.52,0.34,440
